Sensitive Detector-Particles
n Total Events,	 x [mm],	 y [mm],	 z [mm],	 dirX,	 dirY,	 dirZ,	 KinEnergy [MeV],	 part Type,	 primary part type,	 nPrimaryPart
9007	-4.52831	-25.9043	569	-0.00806461	-0.0463846	0.998891	0.492757	22	11	2706541
9008	14.1808	12.6615	569	0.0255095	0.0222824	0.999426	0.287221	22	11	2706565
9009	-13.6769	-0.873758	569	-0.0323981	0.00969061	0.999428	0.238311	22	11	2706682
9010	2.87263	6.12674	569	0.00505911	0.0115039	0.999921	2.18381	22	11	2706973
9011	23.3276	-199.098	569	0.0504554	-0.347581	0.936292	0.772514	22	11	2707946
9012	2.56226	-24.5349	569	0.00417448	-0.042659	0.999081	4.68135	22	11	2708157
9013	1.82484	-20.9014	569	0.00328377	-0.0367128	0.99932	0.386436	22	11	2708235
9014	2.47711	-15.0751	569	0.00466981	-0.0266685	0.999633	1.11258	22	11	2708296
9015	-2.83554	-19.9945	569	-0.00891954	-0.0461993	0.998892	0.933622	22	11	2708552
9016	14.9602	10.1206	569	0.0265871	0.0170193	0.999502	1.4634	22	11	2708664
9017	11.5709	23.0456	569	0.0201809	0.0403524	0.998982	1.58232	22	11	2708895
9018	-2.00511	-24.276	569	-0.00523425	-0.0419125	0.999108	0.172281	22	11	2710055
9019	0.621437	-25.9777	569	0.00140506	-0.0448159	0.998994	2.1998	22	11	2710696
9020	-199.892	-89.3925	569	-0.340436	-0.161356	0.926319	1.33163	22	11	2711042
9021	8.70505	27.4548	569	0.01629	0.0474999	0.998738	0.614764	22	11	2711314
9022	0.438589	14.4794	569	0.00115129	0.0252161	0.999681	0.800277	22	11	2711369
9023	-8.22072	-1.13176	569	-0.0146291	-0.00146724	0.999892	0.57426	22	11	2711493
9024	2.45402	7.57555	569	0.00437495	0.0130843	0.999905	1.93978	22	11	2712022
9025	19.0935	15.6599	569	0.0332256	0.0279068	0.999058	0.611572	22	11	2712193
9026	-9.19431	15.2502	569	-0.0152018	0.0261864	0.999541	0.185603	22	11	2712210
9027	-19.9537	-11.6598	569	-0.035168	-0.0201643	0.999178	0.361626	22	11	2713142
9028	-2.79232	-0.506028	569	-0.00557362	-0.000746219	0.999984	0.90446	22	11	2713286
9029	13.8258	20.3325	569	0.0245704	0.0354573	0.999069	0.621814	22	11	2713344
9030	8.44504	-24.3839	569	0.0148097	-0.0427366	0.998977	1.3815	22	11	2713382
9031	7.74271	19.9873	569	0.0137672	0.035619	0.999271	2.41326	22	11	2713629
9032	5.7441	-24.0585	569	0.0100533	-0.0422307	0.999057	0.925149	22	11	2713692
9033	8.86997	-1.29566	569	0.0151209	-0.00246853	0.999883	1.66522	22	11	2713750
9034	-18.4026	-1.7594	569	-0.0322679	-0.00298066	0.999475	0.552729	22	11	2714265
9035	13.3518	92.6856	569	0.283241	0.362968	0.88771	0.479861	22	11	2714530
9036	-6.52394	4.50416	569	-0.0114117	0.00791329	0.999904	1.12392	22	11	2714942
9037	12.2496	-4.8884	569	0.0214265	-0.00852491	0.999734	1.42574	22	11	2714988
9038	13.0914	8.68609	569	0.0232619	0.0147404	0.999621	1.49881	22	11	2715121
9039	-10.225	-21.7591	569	-0.0177461	-0.0379837	0.999121	2.50423	22	11	2715163
9040	-11.4128	-30.6666	569	-0.0199348	-0.0534456	0.998372	0.389799	22	11	2715180
9041	-14.5065	-19.0774	569	-0.0262941	-0.0334015	0.999096	0.546758	22	11	2715652
9042	1.94445	-2.0525	569	0.314866	0.414821	0.853688	0.44036	22	11	2715700
9043	3.67942	29.088	569	0.00634249	0.0505175	0.998703	0.422625	22	11	2715852
9044	7.42132	27.3456	569	0.0132292	0.0471222	0.998802	2.70516	22	11	2716231
9045	8.13773	20.601	569	0.014538	0.03595	0.999248	0.305741	22	11	2716267
9046	-17.5509	15.6692	569	-0.0300143	0.0277433	0.999164	1.10159	22	11	2716490
9047	17.0953	23.4803	569	0.0300533	0.0411119	0.998702	0.763136	22	11	2716691
9048	12.0896	-6.80892	569	0.0211385	-0.0119098	0.999706	1.44034	22	11	2717026
9049	-8.55359	12.0955	569	-0.0142654	0.0208676	0.99968	2.48855	22	11	2717087
9050	-20.1743	-4.89336	569	-0.0356794	-0.00830171	0.999329	0.508587	22	11	2717137
9051	-1.93833	-27.424	569	0.0850914	-0.193253	0.977452	1.14168	22	11	2718038
9052	-16.0398	-7.28008	569	-0.0285985	-0.0134394	0.999501	0.625344	22	11	2718197
9053	-13.8841	-2.60563	569	-0.0243947	-0.00437544	0.999693	0.399188	22	11	2718765
9054	-13.7131	-27.7329	569	-0.0242703	-0.0489667	0.998505	3.06486	22	11	2719031
9055	25.6065	-184.742	569	0.0395541	-0.323277	0.945477	2.02134	22	11	2719497
9056	14.2639	-22.3922	569	0.0242003	-0.0388635	0.998951	0.225434	22	11	2719599
9057	-0.606119	1.62694	569	-0.000579424	0.00314988	0.999995	0.703522	22	11	2719718
9058	-15.8482	-13.8161	569	-0.0283043	-0.02444	0.999301	2.78951	22	11	2720218
9059	4.58877	1.30062	569	0.00854347	0.00254315	0.99996	0.975682	22	11	2720544
9060	15.2519	-14.1811	569	0.0267865	-0.0248774	0.999332	0.476307	22	11	2720901
9061	-11.7936	-14.9463	569	-0.0206046	-0.0255589	0.999461	1.26794	22	11	2720932
9062	17.3807	-3.57102	569	0.0310483	-0.0058598	0.999501	0.382265	22	11	2721012
9063	-8.55049	-13.8817	569	-0.0146921	-0.024868	0.999583	1.7741	22	11	2721070
9064	-6.56794	-26.3975	569	-0.0114802	-0.0463978	0.998857	0.153476	22	11	2721231
9065	-4.92926	25.136	569	-0.0104559	0.0425062	0.999041	0.509203	22	11	2722205
9066	-12.1457	-22.0155	569	-0.0216775	-0.0381288	0.999038	1.44373	22	11	2722371
9067	1.59702	24.4881	569	0.00269703	0.0428154	0.999079	3.2803	22	11	2722416
9068	3.67178	23.6723	569	0.00671337	0.0415679	0.999113	1.05768	22	11	2722746
9069	-13.0074	15.4158	569	-0.0227657	0.0269741	0.999377	4.0715	22	11	2722993
9070	8.20431	10.1803	569	0.0151077	0.0179548	0.999725	4.4117	22	11	2723224
9071	-15.6561	-15.77	569	-0.0261668	-0.027784	0.999271	0.558452	22	11	2723353
9072	13.9658	24.74	569	0.0245216	0.0433624	0.998758	2.40496	22	11	2723911
9073	17.9479	17.7693	569	0.0349931	0.0439214	0.998422	0.295944	22	11	2723926
9074	15.5152	-6.18388	569	0.0273894	-0.0109767	0.999565	1.53073	22	11	2723943
9075	-17.1403	6.8722	569	-0.0303292	0.0117642	0.999471	0.677085	22	11	2724159
9076	-5.92267	-3.50419	569	-0.0105157	-0.00605042	0.999926	0.425345	22	11	2724218
9077	41.442	193.382	569	0.0682916	0.320006	0.944951	2.94195	22	11	2724368
9078	-9.78567	-19.4625	569	-0.0178446	-0.0337744	0.99927	0.459543	22	11	2724445
9079	40.1585	22.2054	569	0.41499	0.18888	0.890004	0.823995	22	11	2724569
9080	11.1008	4.15667	569	0.320677	-0.0934813	0.942564	0.198364	22	11	2724655
9081	-11.9154	-0.13093	569	-0.0207932	0.000198855	0.999784	2.77537	22	11	2725143
9082	185.359	53.8071	569	0.338296	0.148712	0.929215	2.58533	22	11	2725560
9083	14.626	-11.5933	569	0.0259575	-0.0204198	0.999454	1.44294	22	11	2725789
9084	4.66678	4.95476	569	0.00836305	0.00854558	0.999929	3.52916	22	11	2725792
9085	-5.6689	13.4589	569	-0.0101515	0.0227476	0.99969	0.537963	22	11	2725811
9086	-12.2641	-8.91675	569	-0.0216378	-0.0154243	0.999647	0.478165	22	11	2726264
9087	9.73982	5.61457	569	0.0169254	0.00969723	0.99981	2.196	22	11	2726612
9088	-11.5559	27.1622	569	0.118126	0.53249	0.838153	1.80463	22	11	2726683
9089	-8.9651	-7.31482	569	-0.0152237	-0.0130927	0.999798	1.82307	22	11	2727098
9090	-12.3265	17.3874	569	-0.0221897	0.0305091	0.999288	1.64142	22	11	2727555
9091	-16.7772	-18.9644	569	-0.029602	-0.0333677	0.999005	0.650393	22	11	2727679
9092	11.739	8.99708	569	0.0197703	0.01594	0.999677	0.676954	22	11	2727944
9093	-7.22772	3.43663	569	-0.0125844	0.00580798	0.999904	3.04082	22	11	2728019
9094	-2.87316	-28.4629	569	-0.00512374	-0.0506465	0.998703	0.568256	22	11	2728750
9095	-2.57032	0.164714	569	-0.00450039	0.000217369	0.99999	1.90692	22	11	2728762
9096	-6.66183	23.0725	569	-0.0115938	0.0407208	0.999103	0.657974	22	11	2728870
9097	-1.59834	-16.695	569	-0.00225443	-0.0292912	0.999568	0.918159	22	11	2729333
9098	-15.5927	7.68945	569	-0.0271098	0.013882	0.999536	0.43872	22	11	2729670
9099	-7.61277	-11.3301	569	-0.0136432	-0.0198239	0.99971	1.03442	22	11	2729705
9100	-4.32631	-9.1636	569	-0.00729305	-0.0153425	0.999856	2.15584	22	11	2729832
9101	13.8435	-11.7947	569	0.0239889	-0.0208759	0.999494	0.701154	22	11	2730980
9102	-11.9345	-31.8196	569	-0.0214566	-0.0558073	0.998211	2.44162	22	11	2731382
9103	3.16373	-20.3774	569	0.00555915	-0.0357808	0.999344	2.18251	22	11	2731458
9104	16.886	19.4833	569	0.0289483	0.0346777	0.998979	1.16083	22	11	2731535
9105	1.3567	22.9966	569	0.00208708	0.0404826	0.999178	0.38355	22	11	2733326
9106	12.6404	16.6995	569	0.0219073	0.0291742	0.999334	3.88744	22	11	2733464
9107	17.142	-13.6647	569	0.216345	-0.374616	0.901586	0.886152	22	11	2733909
9108	-7.8675	-31.3348	569	-0.0131642	-0.0553125	0.998382	3.08288	22	11	2734114
9109	-11.1782	13.1329	569	-0.019257	0.0229893	0.99955	2.13471	22	11	2734565
9110	18.2553	32.2563	569	0.0321944	0.0560846	0.997907	1.75119	22	11	2734921
9111	5.81935	-15.0895	569	0.00989843	-0.0267168	0.999594	0.780398	22	11	2734933
9112	1.92086	20.7394	569	0.00301223	0.0366762	0.999323	3.3195	22	11	2735232
9113	-16.9902	-23.3221	569	-0.0291048	-0.0411921	0.998727	1.0431	22	11	2736029
9114	-1.30706	26.0943	569	-0.00311989	0.0451469	0.998975	0.180522	22	11	2736458
9115	-4.82089	-19.5053	569	-0.00904655	-0.0346547	0.999358	2.13198	22	11	2736462
9116	15.4647	12.9838	569	0.0268521	0.0225438	0.999385	0.832798	22	11	2736628
9117	1.35497	27.5608	569	0.00183473	0.04791	0.99885	1.61697	22	11	2736977
9118	19.0453	105.324	569	0.0346629	0.407912	0.912363	2.25749	22	11	2737287
9119	11.9177	-20.2989	569	0.021659	-0.0355891	0.999132	3.14497	22	11	2737869
9120	-76.0342	-104.417	569	-0.393365	-0.412236	0.821782	1.5843	22	11	2737890
9121	-6.32763	-15.2251	569	-0.0111009	-0.0266847	0.999582	4.52898	22	11	2737965
9122	-7.48926	-15.3422	569	-0.012696	-0.0265167	0.999568	3.74815	22	11	2737996
9123	18.3533	8.5357	569	0.0325918	0.015917	0.999342	0.830997	22	11	2738506
9124	3.34557	-6.20046	569	0.00671399	-0.0107363	0.99992	0.314262	22	11	2738581
9125	4.81117	14.0797	569	0.00884141	0.0261482	0.999619	1.16834	22	11	2738689
9126	17.274	-28.5241	569	0.0318923	-0.64212	0.76594	1.33438	22	11	2738831
9127	25.5362	-9.31293	569	0.283008	0.35499	0.891004	2.11847	22	11	2739435
9128	7.44748	-25.7794	569	0.0135333	-0.0453022	0.998882	1.77138	22	11	2739689
9129	-9.37868	-16.5091	569	-0.0164405	-0.0289435	0.999446	3.17308	22	11	2740086
9130	-12.0638	-30.2013	569	-0.0212681	-0.0521797	0.998411	0.385697	22	11	2740302
9131	-12.0295	-31.4097	569	-0.0209222	-0.0552172	0.998255	1.5049	22	11	2740332
9132	20.7217	22.4764	569	0.0355746	0.0396269	0.998581	0.327652	22	11	2740334
9133	9.32646	119.054	569	0.0643344	0.452689	0.889345	0.925044	22	11	2740652
9134	-6.64736	-12.3733	569	-0.0115754	-0.0217448	0.999697	1.76859	22	11	2741127
9135	-3.40821	-0.022739	569	-0.00546327	0.000486645	0.999985	1.8779	22	11	2741183
9136	3.67361	-23.9444	569	0.00682368	-0.0425233	0.999072	1.91039	22	11	2741232
9137	-11.6703	14.9797	569	-0.0206882	0.0259378	0.999449	0.575964	22	11	2741287
9138	-11.0032	10.2402	569	-0.0197182	0.0179894	0.999644	2.02827	22	11	2741330
9139	-1.591	-18.8949	569	-0.00276919	-0.0332594	0.999443	0.678994	22	11	2741366
9140	6.85807	19.0672	569	0.0125347	0.0328708	0.999381	2.09393	22	11	2741441
9141	-19.2945	9.01122	569	-0.0338204	0.0155834	0.999306	0.954313	22	11	2741664
9142	-4.15789	-16.6612	569	-0.00735539	-0.0298096	0.999529	0.234164	22	11	2743041
9143	-3.93214	4.44308	569	-0.00691446	0.00770959	0.999946	1.78918	22	11	2743152
9144	16.5955	26.8927	569	0.0291322	0.0472048	0.99846	2.43604	22	11	2743397
9145	2.17895	-0.693873	569	0.00337337	-0.00150104	0.999993	3.19648	22	11	2743424
9146	86.4275	193.415	569	0.105942	0.342219	0.933629	2.01346	22	11	2743632
9147	-13.5497	-17.1081	569	-0.0235776	-0.0296496	0.999282	0.6239	22	11	2743838
9148	4.32262	-25.9082	569	0.00744645	-0.0452021	0.99895	2.28449	22	11	2744442
9149	3.2629	19.9557	569	0.00583199	0.0348843	0.999374	1.25256	22	11	2744705
9150	12.3145	-7.81391	569	-0.242328	0.0641366	0.968072	0.882515	22	11	2745454
9151	-7.67344	12.2283	569	-0.0132151	0.022121	0.999668	2.20117	22	11	2745508
9152	16.3506	-16.1008	569	0.0286247	-0.0283545	0.999188	0.421417	22	11	2745541
9153	3.42642	-15.9127	569	0.00611119	-0.0285462	0.999574	1.14633	22	11	2745703
9154	-3.3852	-6.76304	569	-0.00638369	-0.0120534	0.999907	0.809622	22	11	2746578
9155	9.51684	-13.3006	569	0.016501	-0.0234136	0.99959	0.822108	22	11	2746729
9156	9.61716	9.36466	569	0.017135	0.0166665	0.999714	0.46719	22	11	2747205
9157	1.54641	-33.7368	569	-0.135626	-0.120643	0.983387	1.20173	22	11	2748111
9158	20.096	22.9626	569	0.035246	0.0401545	0.998572	0.234372	22	11	2748354
9159	11.8168	15.4933	569	0.0208405	0.0271101	0.999415	1.81658	22	11	2749111
9160	-18.1177	0.850578	569	-0.0319583	0.00214201	0.999487	1.15093	22	11	2749564
9161	16.7013	-10.5539	569	0.0288835	-0.0182573	0.999416	1.21492	22	11	2749655
9162	-4.11156	-9.4102	569	-0.00745666	-0.0162282	0.999841	1.50285	22	11	2750940
9163	15.9728	-9.6691	569	0.0288109	-0.0167934	0.999444	1.56139	22	11	2751241
9164	-19.0284	-14.1728	569	-0.0331497	-0.0251217	0.999135	0.851121	22	11	2751465
9165	-15.8458	-22.9175	569	-0.0283024	-0.0405926	0.998775	0.224392	22	11	2751576
9166	12.0438	12.6543	569	0.0212395	0.022883	0.999513	0.746153	22	11	2751658
9167	-18.9031	-16.4367	569	-0.0339933	-0.0273734	0.999047	0.327756	22	11	2752335
9168	3.78031	25.1015	569	0.00600271	0.0441126	0.999009	0.686601	22	11	2752659
9169	-9.32354	2.4721	569	-0.0168867	0.00476036	0.999846	0.822988	22	11	2753161
9170	-1.74184	4.04831	569	-0.00227955	0.00668826	0.999975	1.0687	22	11	2753354
9171	0.377083	1.128	569	0.000596534	0.00137817	0.999999	2.05816	22	11	2753512
9172	-5.42189	2.44816	569	-0.00971893	0.00506506	0.99994	2.52705	22	11	2753546
9173	-17.3678	15.1198	569	-0.0305912	0.0271396	0.999163	0.355683	22	11	2753642
9174	11.8373	1.26465	569	0.0206025	0.00174334	0.999786	0.836853	22	11	2753644
9175	-10.5459	-20.3849	569	-0.0172238	-0.0364853	0.999186	0.186599	22	11	2753748
9176	-6.73365	5.3236	569	-0.0111187	0.00887455	0.999899	0.414617	22	11	2755597
9177	-31.7095	128.732	569	-0.203477	0.524646	0.826646	1.78748	22	11	2755898
9178	20.6884	19.6685	569	0.0361133	0.0344896	0.998752	1.50721	22	11	2755938
9179	-12.8817	-10.9465	569	-0.0223741	-0.0189901	0.999569	1.93608	22	11	2755982
9180	-7.5665	-24.0618	569	-0.0129459	-0.042699	0.999004	0.653059	22	11	2756285
9181	-7.68943	38.0452	569	0.245378	0.758948	0.603149	0.510999	22	11	2756841
9182	15.4567	-1.99066	569	0.0274178	-0.00273739	0.99962	2.42838	22	11	2756873
9183	-21.7649	-14.0466	569	-0.0375886	-0.0242852	0.998998	1.04888	22	11	2756935
9184	13.7692	25.1861	569	0.0245912	0.044331	0.998714	0.708028	22	11	2757199
9185	3.04836	19.4179	569	0.00529345	0.033624	0.999421	1.1847	22	11	2757480
9186	-12.9443	-13.6324	569	-0.0228994	-0.0235481	0.99946	1.41303	22	11	2757701
9187	12.1267	9.92979	569	0.0216447	0.0174312	0.999614	3.105	22	11	2757893
9188	14.4262	-0.184295	569	0.025634	-0.000341012	0.999671	0.948857	22	11	2758046
9189	3.05426	-25.0063	569	0.00532753	-0.0438289	0.999025	1.13367	22	11	2758085
9190	-3.1912	26.9841	569	-0.00575369	0.0469689	0.99888	0.87539	22	11	2759017
9191	-9.8981	-25.3893	569	-0.0169535	-0.0445167	0.998865	0.394738	22	11	2759020
9192	-16.0039	-21.5533	569	-0.0288982	-0.0375703	0.998876	0.889769	22	11	2759339
9193	-5.13174	-12.578	569	-0.0249307	0.226654	0.973656	0.508164	22	11	2759637
9194	-12.9452	-24.6571	569	-0.0135715	-0.0468187	0.998811	1.27356	22	11	2760513
9195	-7.75027	-7.79012	569	-0.0134968	-0.0137476	0.999814	1.29944	22	11	2760755
9196	-6.33449	-1.81459	569	-0.0110727	-0.00295956	0.999934	0.863105	22	11	2761136
9197	-12.3419	-3.82268	569	-0.0223802	-0.0065356	0.999728	0.263177	22	11	2761284
9198	-3.9808	23.2244	569	-0.00718294	0.040115	0.999169	1.40136	22	11	2761534
9199	-3.33729	-14.2905	569	-0.00660471	-0.0250186	0.999665	4.57082	22	11	2761590
9200	16.086	-6.42927	569	0.0280511	-0.0116962	0.999538	0.799491	22	11	2762892
9201	19.9973	26.0807	569	0.0348873	0.0453595	0.998361	5.38896	22	11	2763522
9202	-10.4412	24.5409	569	-0.0183759	0.0429209	0.998909	0.652339	22	11	2763671
9203	12.7969	-23.1469	569	0.0219385	-0.0402045	0.998951	0.23446	22	11	2764413
9204	-4.55506	20.2218	569	-0.0100326	0.037726	0.999238	0.281103	22	11	2764413
9205	14.6169	-7.02581	569	0.0257114	-0.012001	0.999597	0.597899	22	11	2765000
9206	-8.00466	-23.6756	569	-0.0141375	-0.0419657	0.999019	1.74135	22	11	2765275
9207	16.4451	15.8197	569	0.0289601	0.0278672	0.999192	0.426107	22	11	2765388
9208	-8.93754	14.9597	569	-0.0165372	0.0251808	0.999546	0.491402	22	11	2765475
9209	4.12239	10.6702	569	0.00710803	0.0185194	0.999803	0.645077	22	11	2765635
9210	-4.55777	-3.99832	569	-0.00833999	-0.00652203	0.999944	0.7329	22	11	2766344
9211	-7.50922	21.4795	569	-0.013276	0.036837	0.999233	3.60141	22	11	2766523
9212	-14.3774	17.1685	569	-0.0252179	0.0301011	0.999229	0.888846	22	11	2766584
9213	-16.4941	-24.6497	569	-0.0291337	-0.0432937	0.998638	0.615738	22	11	2767060
9214	2.32204	24.9083	569	0.0038473	0.0432747	0.999056	0.279623	22	11	2767710
9215	-21.7201	-14.9478	569	-0.0375611	-0.0256486	0.998965	0.151219	22	11	2768158
9216	3.15931	-25.6729	569	0.00477147	-0.0448351	0.998983	0.586134	22	11	2768164
9217	111.696	195.501	569	0.190245	0.34355	0.919663	0.787517	22	11	2768302
9218	-9.54902	-14.9813	569	0.0365854	-0.0424868	0.998427	0.546163	22	11	2769194
9219	-13.9373	-21.0045	569	-0.0237425	-0.0369898	0.999034	2.5061	22	11	2769331
9220	11.607	-23.4073	569	0.020239	-0.042665	0.998884	0.451969	22	11	2769704
9221	-10.8487	-29.9565	569	-0.0190612	-0.0525068	0.998439	2.88059	22	11	2769816
9222	-16.2651	7.50048	569	-0.0284595	0.0135936	0.999503	1.00557	22	11	2770830
9223	9.78392	24.7969	569	0.0170149	0.0435876	0.998905	0.356071	22	11	2770908
9224	-8.69646	-7.86364	569	-0.0156369	-0.0140073	0.99978	1.53035	22	11	2771737
9225	12.693	-19.2278	569	0.0221412	-0.034234	0.999169	0.641071	22	11	2771863
9226	20.3684	15.1676	569	0.0355149	0.0268196	0.999009	0.915959	22	11	2772109
9227	-21.1821	-3.49108	569	-0.0372264	-0.00599203	0.999289	0.967751	22	11	2772381
9228	7.98931	24.6613	569	0.0135258	0.0435047	0.998962	0.672546	22	11	2772786
9229	-20.984	-8.84734	569	-0.0367504	-0.0160115	0.999196	0.72586	22	11	2772797
9230	4.45271	13.9507	569	0.007777	0.0245504	0.999668	1.79345	22	11	2772802
9231	0.654816	4.91824	569	0.00104451	0.00778754	0.999969	0.130573	22	11	2772930
9232	-7.15235	-10.3161	569	0.185517	-0.0188707	0.98246	0.712795	22	11	2773207
9233	-8.44491	22.3806	569	-0.0144485	0.0395737	0.999112	0.548651	22	11	2773323
9234	-4.0267	4.65639	569	-0.00657639	0.00823672	0.999944	0.733047	22	11	2773333
9235	-9.37577	-6.80233	569	-0.016494	-0.0103074	0.999811	0.246291	22	11	2773942
9236	18.7697	29.2845	569	0.033476	0.0518939	0.998091	0.917491	22	11	2774137
9237	-16.6374	-8.9479	569	-0.0298015	-0.0160107	0.999428	1.14422	22	11	2774583
9238	4.01029	-25.4143	569	0.00622296	-0.0443633	0.998996	0.431619	22	11	2774805
9239	-2.25571	-10.2117	569	-0.00353899	-0.0178218	0.999835	0.775176	22	11	2774811
9240	9.02887	-0.0605241	569	0.0153893	0.00042643	0.999881	0.327674	22	11	2776288
9241	-9.04267	20.9976	569	-0.0163264	0.036748	0.999191	0.336878	22	11	2776475
9242	-12.8668	11.9416	569	-0.0224814	0.0205983	0.999535	0.704689	22	11	2777189
9243	-0.393618	-0.0780613	569	-0.000760434	-0.000278154	1	0.815934	22	11	2777293
9244	8.62742	29.0759	569	0.0151068	0.0509594	0.998586	0.956235	22	11	2777309
9245	-2.86807	24.1297	569	-0.00538232	0.0429102	0.999064	0.912432	22	11	2777688
9246	-9.44572	-30.9015	569	-0.0164371	-0.0540878	0.998401	0.330656	22	11	2777770
9247	183.651	-45.6868	569	0.380359	-0.111817	0.918055	1.76978	22	11	2777866
9248	-7.36505	-30.6794	569	-0.0135614	-0.0535931	0.998471	0.673317	22	11	2777891
9249	8.9085	-22.7311	569	0.0155902	-0.0392774	0.999107	1.53523	22	11	2778413
9250	-14.459	-21.7045	569	-0.0247176	-0.0377355	0.998982	0.818992	22	11	2778482
9251	4.23733	-5.36962	569	0.0076181	-0.00884781	0.999932	0.772122	22	11	2778581
9252	-19.2426	-12.9557	569	-0.0334373	-0.0220166	0.999198	0.395288	22	11	2778819
9253	6.46378	-19.7986	569	0.0112286	-0.0348858	0.999328	4.24432	22	11	2778989
9254	17.8333	16.3589	569	0.0312437	0.0279971	0.99912	2.46261	22	11	2779184
9255	169.953	186.491	569	0.272571	0.299688	0.914271	2.12868	22	11	2779740
9256	12.9172	18.3265	569	0.0224561	0.0322987	0.999226	2.77243	22	11	2779932
9257	-20.6349	-6.66695	569	-0.0355436	-0.0113535	0.999304	1.27728	22	11	2780023
9258	-12.8791	-24.2466	569	-0.0219397	-0.04225	0.998866	6.30171	22	11	2780126
9259	18.6464	29.4258	569	0.0319815	0.0519686	0.998136	1.63482	22	11	2780639
9260	189.583	169.836	569	0.270776	0.281101	0.920686	1.379	22	11	2781081
9261	-16.7926	15.3072	569	-0.0286362	0.0267257	0.999233	0.628141	22	11	2781524
9262	7.55785	-7.65644	569	0.0129986	-0.0135396	0.999824	0.376729	22	11	2782930
9263	-11.8697	-29.9284	569	-0.020549	-0.0527021	0.998399	0.312763	22	11	2784079
9264	-16.6859	-22.3426	569	-0.029853	-0.0376578	0.998845	0.156139	22	11	2784203
9265	4.14676	11.6379	569	0.00670462	0.0201139	0.999775	0.398824	22	11	2784341
9266	-6.52949	-11.8981	569	-0.0119196	-0.0213731	0.999701	0.23294	22	11	2784360
9267	-12.8944	21.12	569	-0.0230531	0.0368109	0.999056	2.48129	22	11	2784406
9268	-19.7263	2.20695	569	-0.033997	0.00431389	0.999413	0.342254	22	11	2784454
9269	-9.82471	16.1338	569	-0.0165161	0.0287158	0.999451	0.648187	22	11	2784740
9270	-1.85298	-13.8505	569	-0.00318462	-0.0241433	0.999703	1.70731	22	11	2784969
9271	199.121	115.302	569	0.344982	0.192963	0.91856	0.550842	22	11	2785374
9272	1.91768	13.599	569	-0.209983	0.336505	0.917972	1.21845	22	11	2785456
9273	-0.142507	-9.68862	569	1.40044e-05	-0.0169283	0.999857	0.6379	22	11	2785866
9274	10.0167	-5.94226	569	0.0175358	-0.010402	0.999792	1.55955	22	11	2786145
9275	-51.4644	62.0652	569	-0.532269	0.724346	0.438193	0.510999	22	11	2786530
9276	7.45885	23.9397	569	0.0132375	0.0425754	0.999006	1.12596	22	11	2786533
9277	15.6743	9.17606	569	0.0272572	0.0156029	0.999507	3.56174	22	11	2786702
9278	-13.0447	-30.0424	569	-0.0238968	-0.0535489	0.998279	0.332922	22	11	2786735
9279	15.579	23.7942	569	0.0276439	0.0416358	0.99875	1.71489	22	11	2787512
9280	8.65189	-1.94497	569	0.0157517	-0.0038632	0.999868	1.39379	22	11	2787530
9281	-9.15975	32.6348	569	-0.00414573	0.221074	0.975248	0.725778	22	11	2788033
9282	-10.074	4.19519	569	-0.0176424	0.00690786	0.99982	0.798384	22	11	2788623
9283	18.8887	10.6171	569	0.0331016	0.0185938	0.999279	0.953241	22	11	2788750
9284	-3.50894	21.0763	569	-0.0129324	0.0486176	0.998734	1.262	22	11	2789694
9285	-6.78866	-3.80111	569	-0.0120217	-0.0071075	0.999902	0.271429	22	11	2790006
9286	17.924	-17.9041	569	0.0310135	-0.0309408	0.99904	2.28046	22	11	2790220
9287	-16.4478	-13.4252	569	-0.0289697	-0.0237624	0.999298	2.2151	22	11	2790277
9288	1.06131	7.76711	569	0.00194374	0.0135376	0.999906	0.640602	22	11	2790679
9289	-11.0638	-24.8412	569	-0.0194555	-0.0428722	0.998891	0.269741	22	11	2790859
9290	8.31761	-21.7961	569	0.0144822	-0.0381349	0.999168	0.282224	22	11	2791513
9291	13.7916	-0.76194	569	0.0241688	-0.00132769	0.999707	0.702666	22	11	2791576
9292	3.60394	25.8189	569	0.00650405	0.0445739	0.998985	1.01889	22	11	2791694
9293	-1.98813	21.5004	569	-0.00351446	0.0377424	0.999281	5.32403	22	11	2791825
9294	13.2766	18.5828	569	0.0229477	0.0324932	0.999208	0.936798	22	11	2791948
9295	-8.81538	-15.5249	569	-0.00713327	-0.0387212	0.999225	0.48479	22	11	2793353
9296	-16.1053	8.7676	569	-0.0287658	0.0151318	0.999472	0.545797	22	11	2793470
9297	0.94256	-23.2662	569	0.0014152	-0.0410873	0.999155	0.590242	22	11	2793620
9298	-13.4328	-1.04996	569	-0.631627	-0.475454	0.612365	0.510999	22	11	2794735
9299	13.391	21.2029	569	0.0234074	0.0379294	0.999006	1.39529	22	11	2795308
9300	-12.7492	-31.7537	569	-0.0222655	-0.0558052	0.998193	1.02574	22	11	2795579
9301	17.2153	13.149	569	0.0296399	0.0231586	0.999292	0.566016	22	11	2795757
9302	-19.1122	-24.721	569	-0.181492	-0.629914	0.755162	1.04007	11	11	2795868
9303	19.2609	8.79849	569	0.0342018	0.015849	0.999289	0.216311	22	11	2795904
9304	11.9389	-12.7582	569	0.0212235	-0.0231372	0.999507	0.62568	22	11	2796095
